split,sentence_id,aspect_id,text,term,term_normalized,polarity
train,3320,3320::term::0,Baluchi's has solid food and a nice decor at reasonable prices.,food,food,positive
train,3320,3320::term::1,Baluchi's has solid food and a nice decor at reasonable prices.,decor,decor,positive
train,3320,3320::term::2,Baluchi's has solid food and a nice decor at reasonable prices.,prices,prices,positive
train,102,102::term::0,"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",owner,owner,positive
train,2397,2397::term::0,I have been to spice three times- twice during lunch and once at dinner.,lunch,lunch,neutral
train,2397,2397::term::1,I have been to spice three times- twice during lunch and once at dinner.,dinner,dinner,neutral
train,511,511::term::0,"Moules were excellent, lobster ravioli was VERY salty!",Moules,moules,positive
train,511,511::term::1,"Moules were excellent, lobster ravioli was VERY salty!",lobster ravioli,lobster ravioli,negative
train,1077,1077::term::0,"A cheap eat for NYC, but not for dosa.",dosa,dosa,negative
train,1077,1077::term::1,"A cheap eat for NYC, but not for dosa.",eat,eat,positive
train,133,133::term::0,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,atmosphere,negative
train,133,133::term::1,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,waiters,waiters,conflict
train,3230,3230::term::0,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood,seafood,positive
train,3230,3230::term::1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",wine list,wine list,positive
train,3230,3230::term::2,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",menu,menu,positive
train,2905,2905::term::0,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine,wine,neutral
train,2905,2905::term::1,i don't usually order wine with indian so i can't comment on their wine list or their wines.,indian,indian,neutral
train,2905,2905::term::2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine list,wine list,neutral
train,2905,2905::term::3,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wines,wines,neutral
train,491,491::term::0,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,Pastrami or corned beef,pastrami or corned beef,positive
train,491,491::term::1,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,rye bread,rye bread,positive
train,2001,2001::term::0,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",glasses of champagne,glasses of champagne,negative
train,2001,2001::term::1,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",bottle of wine,bottle of wine,negative
train,2001,2001::term::2,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",after dinner drinks,after dinner drinks,negative
train,1362,1362::term::0,"Really though, where's the seasoning?",seasoning,seasoning,negative
train,796,796::term::0,"The food was just OK, at least for what food was available.",food,food,neutral
train,796,796::term::1,"The food was just OK, at least for what food was available.",food,food,negative
train,178,178::term::0,The waitress was very patient with us and the food is phenomenal!,waitress,waitress,positive
train,178,178::term::1,The waitress was very patient with us and the food is phenomenal!,food,food,positive
train,2627,2627::term::0,"The ambience was nice, but service wasn't so great.",ambience,ambience,positive
train,2627,2627::term::1,"The ambience was nice, but service wasn't so great.",service,service,negative
train,2946,2946::term::0,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",wine list,wine list,positive
train,2946,2946::term::1,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",staff,staff,positive
train,2946,2946::term::2,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",owners,owners,positive
train,2946,2946::term::3,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",menu,menu,positive
train,554,554::term::0,The people that work there are always so friendly you forget you are in New York sometimes.,people,people,positive
train,1616,1616::term::0,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",menu,menu,neutral
train,1616,1616::term::1,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",main dishes,main dishes,neutral
train,1616,1616::term::2,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",waiter,waiter,positive
train,1616,1616::term::3,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",specials,specials,neutral
train,3189,3189::term::0,The location and ambience is Ok but the food is what makes up for it.,location,location,neutral
train,3189,3189::term::1,The location and ambience is Ok but the food is what makes up for it.,ambience,ambience,neutral
train,3189,3189::term::2,The location and ambience is Ok but the food is what makes up for it.,food,food,positive
train,3693,3693::term::0,"otherwise, good stuff for late nite eats.",stuff,stuff,positive
train,3693,3693::term::1,"otherwise, good stuff for late nite eats.",eats,eats,positive
train,1103,1103::term::0,"The dinner was ok, nothing I would have again.",dinner,dinner,negative
train,1994,1994::term::0,I love and I know gourmet food by excellence!,gourmet food,gourmet food,positive
train,541,541::term::0,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",bruschetta,bruschetta,positive
train,541,541::term::1,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",panini,panini,positive
train,1617,1617::term::0,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",dishes,dishes,positive
train,1617,1617::term::1,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,menu,neutral
train,3322,3322::term::0,He offers subpar service and has no personality.,service,service,negative
train,1022,1022::term::0,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",waitress,waitress,positive
train,1022,1022::term::1,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",fried mini buns with the condensed milk and the assorted fruits on beancurd,fried mini buns with the condensed milk and the assorted fruits on beancurd,positive
train,1711,1711::term::0,Diner food at bistro prices is a bummer....,food,food,negative
train,1711,1711::term::1,Diner food at bistro prices is a bummer....,prices,prices,negative
train,2012,2012::term::0,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",food,food,positive
train,3024,3024::term::0,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,sushi,conflict
train,1622,1622::term::0,The portions are large and the servers always surprise us with a different starter.,portions,portions,positive
train,1622,1622::term::1,The portions are large and the servers always surprise us with a different starter.,servers,servers,positive
train,1622,1622::term::2,The portions are large and the servers always surprise us with a different starter.,starter,starter,positive
train,1059,1059::term::0,"delicious bagels, especially when right out of the oven.",bagels,bagels,positive
train,3067,3067::term::0,All the food was hot tasty.,food,food,positive
train,447,447::term::0,This is one great place to eat pizza more out but not a good place for take-out pizza.,pizza,pizza,positive
train,447,447::term::1,This is one great place to eat pizza more out but not a good place for take-out pizza.,take-out pizza,take-out pizza,negative
train,1592,1592::term::0,Our server was very helpful and friendly.,server,server,positive
train,3191,3191::term::0,Try green curry with vegetables.,green curry with vegetables,green curry with vegetables,positive
train,2770,2770::term::0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,place,negative
train,1989,1989::term::0,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",door,door,neutral
train,445,445::term::0,Much more reasonably priced too!,priced,priced,positive
train,3278,3278::term::0,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food,food,negative
train,3278,3278::term::1,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",portioins,portioins,negative
train,1331,1331::term::0,Why make a reservation if you aren't going to keep it?,reservation,reservation,negative
train,2497,2497::term::0,"The Pad Thai is excellent here, as well.",Pad Thai,pad thai,positive
train,3039,3039::term::0,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,lunch specials,lunch specials,negative
train,3637,3637::term::0,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",place,place,positive
train,3637,3637::term::1,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",pizzas,pizzas,positive
train,1316,1316::term::0,"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,food,neutral
train,2450,2450::term::0,We had the pot-stickers which were great and a tempura dish that was great.,pot-stickers,pot-stickers,positive
train,2450,2450::term::1,We had the pot-stickers which were great and a tempura dish that was great.,tempura dish,tempura dish,positive
train,1577,1577::term::0,I think the stuff was better than Disney.,stuff,stuff,positive
train,2901,2901::term::0,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,food,negative
train,2901,2901::term::1,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",atmosphere,atmosphere,positive
train,2901,2901::term::2,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",entree range,entree range,positive
train,908,908::term::0,"Orsay, is without a doubt one of the best values for authentic French food in NYC.",French food,french food,positive
train,2523,2523::term::0,"Well, their deliveries take for ever and the food is usually cold.",deliveries,deliveries,negative
train,2523,2523::term::1,"Well, their deliveries take for ever and the food is usually cold.",food,food,negative
train,2170,2170::term::0,The staff is no nonsense.,staff,staff,positive
train,1579,1579::term::0,And really large portions.,portions,portions,positive
train,3515,3515::term::0,This is a great Thai restaurant with a very friendly staff.,staff,staff,positive
train,1873,1873::term::0,I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,smoked salmon and roe appetizer,negative
train,2592,2592::term::0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",lunch,lunch,neutral
train,2592,2592::term::1,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,food,positive
train,3081,3081::term::0,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",garlic shrimp,garlic shrimp,positive
train,3081,3081::term::1,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",lamb,lamb,positive
train,3081,3081::term::2,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",okra (bindi),okra bindi ,positive
train,3575,3575::term::0,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter,waiter,neutral
train,1884,1884::term::0,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",menu,menu,positive
train,1884,1884::term::1,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",burger,burger,neutral
train,1884,1884::term::2,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",steak,steak,neutral
train,1884,1884::term::3,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",escargot,escargot,neutral
train,3381,3381::term::0,"In fact, two people could really share one plate.",plate,plate,positive
train,2507,2507::term::0,The food is great and authentic.,food,food,positive
train,2802,2802::term::0,Good for casual dinner with jeans and sneakers.,casual dinner,casual dinner,positive
train,201,201::term::0,"Anyway, the food is good, the price is right and they have a decent wine list.",food,food,positive
train,201,201::term::1,"Anyway, the food is good, the price is right and they have a decent wine list.",price,price,positive
train,201,201::term::2,"Anyway, the food is good, the price is right and they have a decent wine list.",wine list,wine list,positive
train,2335,2335::term::0,Prices are higher to dine in and their chicken tikka marsala is quite good.,Prices,prices,negative
train,2335,2335::term::1,Prices are higher to dine in and their chicken tikka marsala is quite good.,chicken tikka marsala,chicken tikka marsala,positive
train,3631,3631::term::0,This place has many different styles of pizza and they are all amazing.,styles of pizza,styles of pizza,positive
train,901,901::term::0,The photos of the restaurant in its web site are way better than the real look.,look,look,negative
train,3049,3049::term::0,The food was lousy - too sweet or too salty and the portions tiny.,food,food,negative
train,3049,3049::term::1,The food was lousy - too sweet or too salty and the portions tiny.,portions,portions,negative
train,1242,1242::term::0,But the coconut rice was good.,coconut rice,coconut rice,positive
train,932,932::term::0,It took them 25 minutes to bring our appetizer.,appetizer,appetizer,neutral
train,776,776::term::0,The food was great.,food,food,positive
train,272,272::term::0,Pair you food with the excellent beers on tap or their well priced wine list.,food,food,neutral
train,272,272::term::1,Pair you food with the excellent beers on tap or their well priced wine list.,beers on tap,beers on tap,positive
train,272,272::term::2,Pair you food with the excellent beers on tap or their well priced wine list.,wine list,wine list,positive
train,272,272::term::3,Pair you food with the excellent beers on tap or their well priced wine list.,priced,priced,positive
train,1152,1152::term::0,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,music,negative
train,1152,1152::term::1,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,bottle minimun,negative
train,2894,2894::term::0,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,food,positive
train,833,833::term::0,Metrazur has a beautiful spot overlooking the main terminal.,spot,spot,positive
train,461,461::term::0,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,staff,positive
train,461,461::term::1,Friendly staff that actually lets you enjoy your meal and the company you're with.,meal,meal,positive
train,539,539::term::0,The restaurant is rather small but we were lucky to get a table quickly.,table,table,positive
train,1435,1435::term::0,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",Quality of food,quality of food,positive
train,1435,1435::term::1,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",price,price,positive
train,1435,1435::term::2,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",pork,pork,positive
train,1435,1435::term::3,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",fish,fish,positive
train,1435,1435::term::4,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",chicken,chicken,positive
train,1435,1435::term::5,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",lamb,lamb,positive
train,1435,1435::term::6,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",vegetables,vegetables,positive
train,2225,2225::term::0,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",seating,seating,negative
train,2225,2225::term::1,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",place,place,negative
train,1056,1056::term::0,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,appetizing,appetizing,positive
train,1056,1056::term::1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,price,price,positive
train,3582,3582::term::0,"But, they were too big for the bun.",bun,bun,neutral
train,2708,2708::term::0,"The food is fresh, delicious, and reasonably priced.",food,food,positive
train,2708,2708::term::1,"The food is fresh, delicious, and reasonably priced.",priced,priced,positive
train,275,275::term::0,Raga stands out with an interesting fusion of French and Indian cooking.,fusion of French and Indian cooking,fusion of french and indian cooking,positive
train,2105,2105::term::0,"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,turnip cake,negative
train,2105,2105::term::1,"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,roast pork buns,negative
train,2105,2105::term::2,"A few tips: skip the turnip cake, roast pork buns and egg custards.",egg custards,egg custards,negative
train,2152,2152::term::0,The bagels are fabulous.,bagels,bagels,positive
train,191,191::term::0,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seating in the garden,seating in the garden,neutral
train,191,191::term::1,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seats,seats,neutral
train,3319,3319::term::0,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,service,positive
train,3319,3319::term::1,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,place,positive
train,3319,3319::term::2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,water,neutral
train,3681,3681::term::0,"The food was very good, a great deal, and the place its self was great.",food,food,positive
train,3681,3681::term::1,"The food was very good, a great deal, and the place its self was great.",place,place,positive
train,2171,2171::term::0,The food options rule.,food options,food options,positive
train,3462,3462::term::0,A great choice at any cost and a great deal.,cost,cost,positive
train,1865,1865::term::0,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",pre-theatre 3-course dinner,pre-theatre 3-course dinner,neutral
train,1865,1865::term::1,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",wine flight,wine flight,neutral
train,3421,3421::term::0,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",lunch,lunch,neutral
train,3421,3421::term::1,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",dinner,dinner,neutral
train,1293,1293::term::0,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,calzones,negative
train,3475,3475::term::0,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,drink,drink,neutral
train,818,818::term::0,The place itself is beautiful the bar scene seems to be happening.,place,place,positive
train,818,818::term::1,The place itself is beautiful the bar scene seems to be happening.,bar scene,bar scene,positive
train,2893,2893::term::0,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",staff,staff,positive
train,3170,3170::term::0,"Good spreads, great beverage selections and bagels really tasty.",spreads,spreads,positive
train,3170,3170::term::1,"Good spreads, great beverage selections and bagels really tasty.",beverage selections,beverage selections,positive
train,3170,3170::term::2,"Good spreads, great beverage selections and bagels really tasty.",bagels,bagels,positive
train,2932,2932::term::0,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",waiter,waiter,negative
train,2932,2932::term::1,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",specials,specials,positive
train,2932,2932::term::2,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",served,served,negative
train,451,451::term::0,"Also, top the meal with a delicious and perfect slice of tiramisu.",tiramisu,tiramisu,positive
train,451,451::term::1,"Also, top the meal with a delicious and perfect slice of tiramisu.",meal,meal,neutral
train,119,119::term::0,Check out the secret back room.,secret back room,secret back room,positive
train,2817,2817::term::0,"It's also attached to Angel's Share, which is a cool, more romantic bar...",bar,bar,positive
train,2517,2517::term::0,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,food,positive
train,2517,2517::term::1,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",service,service,positive
train,2883,2883::term::0,Stick to the gulab jamun.,gulab jamun,gulab jamun,positive
train,556,556::term::0,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",prices,prices,positive
train,556,556::term::1,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",atmosphere,atmosphere,positive
train,556,556::term::2,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",service,service,positive
train,556,556::term::3,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",wine list,wine list,positive
train,563,563::term::0,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,diner,diner,neutral
train,563,563::term::1,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,wait staff,wait staff,negative
train,563,563::term::2,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,table,negative
train,924,924::term::0,With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal,meal,positive
train,924,924::term::1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,room,room,positive
train,3041,3041::term::0,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,dinner,neutral
train,1013,1013::term::0,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,pig feet ginger simmered in black vinegar,pig feet ginger simmered in black vinegar,positive
train,1013,1013::term::1,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,desserts with frog jelly,desserts with frog jelly,positive
train,193,193::term::0,The food is great and reasonably priced.,food,food,positive
train,193,193::term::1,The food is great and reasonably priced.,priced,priced,positive
train,2217,2217::term::0,I would definitely recommend SEA if you like thai cuisine!,thai cuisine,thai cuisine,positive
train,78,78::term::0,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,crew,positive
train,78,78::term::1,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",host,host,positive
train,2280,2280::term::0,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",round tables,round tables,positive
train,2280,2280::term::1,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Taiwanese,taiwanese,positive
train,3424,3424::term::0,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,portion,conflict
train,3424,3424::term::1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,french fries,positive
train,1707,1707::term::0,"It is the type of place to run into old friends and have a late, raucus dinner.",dinner,dinner,positive
train,2766,2766::term::0,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,food,positive
train,2766,2766::term::1,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,dishes,positive
train,2766,2766::term::2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",specials,specials,positive
train,2766,2766::term::3,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,regular menu-fare,positive
train,667,667::term::0,Prices are in line.,Prices,prices,neutral
train,1600,1600::term::0,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh tomato sauce,fresh tomato sauce,positive
train,1600,1600::term::1,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh mozz cheese,fresh mozz cheese,positive
train,1600,1600::term::2,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",basil,basil,positive
train,1600,1600::term::3,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",dough,dough,positive
train,1600,1600::term::4,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",pizza,pizza,positive
train,1600,1600::term::5,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",flour,flour,positive
train,134,134::term::0,The food is prepared quickly and efficiently.,food,food,positive
train,2421,2421::term::0,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Indian food,indian food,positive
train,2421,2421::term::1,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Paneer Roll,paneer roll,positive
train,159,159::term::0,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,food,positive
train,159,159::term::1,The food looked very appetizing and delicious since it came on a variety of fancy plates.,plates,plates,positive
train,1490,1490::term::0,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,fresh mozzerella slices,fresh mozzerella slices,positive
train,1490,1490::term::1,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Plain Cheese slice,plain cheese slice,positive
train,1548,1548::term::0,"The food is terrible and overall, I would have to say avoid at all costs.",food,food,negative
train,1709,1709::term::0,"Unfortunately, the food was NOT something to get worked up about.",food,food,negative
train,1550,1550::term::0,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,food,positive
train,3305,3305::term::0,I had Filet Mignon with garlic mash.,Filet Mignon with garlic mash,filet mignon with garlic mash,neutral
train,874,874::term::0,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",pre-theater menu,pre-theater menu,positive
train,874,874::term::1,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",roasted tomato soup with chevre,roasted tomato soup with chevre,positive
train,874,874::term::2,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",steak frites,steak frites,positive
train,874,874::term::3,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",creme brulee,creme brulee,positive
train,3116,3116::term::0,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",waitstaff,waitstaff,positive
train,3353,3353::term::0,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",bread,bread,positive
train,3353,3353::term::1,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",pizza,pizza,positive
train,3353,3353::term::2,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",margarite pizza with cold prosciutto and baby arugula on top,margarite pizza with cold prosciutto and baby arugula on top,neutral
train,3353,3353::term::3,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",salad,salad,neutral
train,3353,3353::term::4,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Peter's Favourite pizza with prosciutto and baby arugula,peter's favourite pizza with prosciutto and baby arugula,neutral
train,2081,2081::term::0,"Yes, the prices are high, but I felt it was worth it.",prices,prices,conflict
train,533,533::term::0,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,bruschettas,positive
train,533,533::term::1,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,paninis,positive
train,533,533::term::2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,tramezzinis,positive
train,972,972::term::0,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",waiters,waiters,positive
train,972,972::term::1,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",diners,diners,neutral
train,3420,3420::term::0,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",chef,chef,positive
train,3420,3420::term::1,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",dishes,dishes,positive
train,3420,3420::term::2,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",cuisine,cuisine,neutral
train,3420,3420::term::3,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",Indian,indian,positive
train,2329,2329::term::0,The owner truly caters to all your needs.,owner,owner,positive
train,1827,1827::term::0,He takes real pride in his food and his business.,food,food,positive
train,878,878::term::0,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",meal,meal,positive
