split,sentence_id,category_id,text,category,polarity
train,3292,3292::cat::0,Service is top notch.,service,positive
train,3343,3343::cat::0,The food now is inconsistent.,food,negative
train,3045,3045::cat::0,All pretty good.,anecdotes/miscellaneous,positive
train,3135,3135::cat::0,"You can also special order any kind of dumpling,etc.",anecdotes/miscellaneous,positive
train,3391,3391::cat::0,you guys rock.,anecdotes/miscellaneous,positive
train,3651,3651::cat::0,Chance is a joke.,anecdotes/miscellaneous,negative
train,2018,2018::cat::0,I was pretty much full after our fondue appetizer.,food,positive
train,2018,2018::cat::1,I was pretty much full after our fondue appetizer.,anecdotes/miscellaneous,positive
train,3551,3551::cat::0,BE CAREFUL before you request extra spice.,food,neutral
train,2355,2355::cat::0,The octopus eaters were floored by the Octopus salad.,food,positive
train,3178,3178::cat::0,We thought that this place is using too much of MSG cooking in the foods.,food,negative
train,586,586::cat::0,I was at Rao's last Wed.,anecdotes/miscellaneous,neutral
train,2211,2211::cat::0,And the Tom Kha soup was pathetic.,food,negative
train,2317,2317::cat::0,I started out with a Bombay beer which was big enough for two.,food,positive
train,175,175::cat::0,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",ambience,positive
train,1609,1609::cat::0,Service was quick.,service,positive
train,2706,2706::cat::0,Tends to turn people away.,anecdotes/miscellaneous,negative
train,1860,1860::cat::0,We thought this a prelude to what the evening will be like.,anecdotes/miscellaneous,neutral
train,961,961::cat::0,"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",anecdotes/miscellaneous,positive
train,1057,1057::cat::0,Drawbacks: service is slow and they don't toast!,service,negative
train,3188,3188::cat::0,Went there for an office lunch.,anecdotes/miscellaneous,neutral
train,65,65::cat::0,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,anecdotes/miscellaneous,positive
train,2735,2735::cat::0,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",anecdotes/miscellaneous,conflict
train,2882,2882::cat::0,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,food,conflict
train,1948,1948::cat::0,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,positive
train,2041,2041::cat::0,The best thing I tasted were the lambchops.,food,positive
train,1046,1046::cat::0,it's delicious!,food,positive
train,1656,1656::cat::0,The spicy tuna and salmon are the best we've ever had.,food,positive
train,3440,3440::cat::0,"Even though its good seafood, the prices are too high.",food,positive
train,3440,3440::cat::1,"Even though its good seafood, the prices are too high.",price,negative
train,870,870::cat::0,"In addition, the food is very good and the prices are reasonable.",food,positive
train,870,870::cat::1,"In addition, the food is very good and the prices are reasonable.",price,positive
train,2986,2986::cat::0,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",service,positive
train,288,288::cat::0,"If you live outside the neighborhood, don't bother!",anecdotes/miscellaneous,negative
train,284,284::cat::0,Been going here since it opened have seen the quality value decrease considerably.,anecdotes/miscellaneous,negative
train,3418,3418::cat::0,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",food,neutral
train,3358,3358::cat::0,I never had anything I didn't like here.,anecdotes/miscellaneous,positive
train,83,83::cat::0,Reasonable prices.,price,positive
train,2940,2940::cat::0,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive
train,2141,2141::cat::0,"Try the crunchy tuna, it is to die for.",food,positive
train,1854,1854::cat::0,It won't break the bank but I also wouldnt come back for the food.,food,negative
train,1854,1854::cat::1,It won't break the bank but I also wouldnt come back for the food.,price,conflict
train,396,396::cat::0,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",anecdotes/miscellaneous,positive
train,3471,3471::cat::0,I've been to Joya twice and I will never go again.,anecdotes/miscellaneous,negative
train,3577,3577::cat::0,So rushing us out was absolutely unnecessary!,anecdotes/miscellaneous,negative
train,2283,2283::cat::0,However it is the ONLY Taiwanese restaurant in town.,anecdotes/miscellaneous,neutral
train,614,614::cat::0,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,ambience,positive
train,3012,3012::cat::0,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",food,positive
train,2621,2621::cat::0,"No refills on fountain drinks, though.",food,negative
train,605,605::cat::0,Wow over 100 beers to choose from.,food,positive
train,2017,2017::cat::0,Be careful of portions - they're HUGE.,food,positive
train,2974,2974::cat::0,"The Steak Tartare is a great bet, they fix it for you at the table.",food,positive
train,2456,2456::cat::0,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,service,positive
train,2456,2456::cat::1,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,food,negative
train,25,25::cat::0,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,service,positive
train,25,25::cat::1,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,anecdotes/miscellaneous,positive
train,520,520::cat::0,Did I mention the wine?,food,neutral
train,3383,3383::cat::0,"Plus, on Wednesday nights the house wine is unlimited!",food,positive
train,2186,2186::cat::0,It is by far my favorite restaurant in Brooklyn.,anecdotes/miscellaneous,positive
train,3478,3478::cat::0,Now it's so crowded and loud you can't even talk to the person next to you.,ambience,negative
train,1283,1283::cat::0,Love Pizza 33..,anecdotes/miscellaneous,positive
train,3411,3411::cat::0,Even my Indian friend couldn't believe how good and tasty everything was.,food,positive
train,3221,3221::cat::0,"I'm from England, and Haru's was the best I had in NYC.",anecdotes/miscellaneous,positive
train,1923,1923::cat::0,Less = More in their case.,anecdotes/miscellaneous,positive
train,756,756::cat::0,Ruby Foo's is a tourist trap.,anecdotes/miscellaneous,negative
train,1194,1194::cat::0,I've been here a couple of times and have not been impressed.,anecdotes/miscellaneous,negative
train,3372,3372::cat::0,I've been many time and have never been disappointed.,anecdotes/miscellaneous,positive
train,123,123::cat::0,Ciao Bella,anecdotes/miscellaneous,neutral
train,2522,2522::cat::0,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,food,negative
train,2522,2522::cat::1,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,service,negative
train,2386,2386::cat::0,The dim sum servings here are a bit larger than I'm used to.,food,neutral
train,3332,3332::cat::0,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",service,neutral
train,3332,3332::cat::1,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",ambience,negative
train,717,717::cat::0,We won't go to this place again for a good meal.,food,negative
train,680,680::cat::0,It's a much more grown up restaurant compared to the rest of the street.,ambience,neutral
train,1345,1345::cat::0,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",food,conflict
train,3013,3013::cat::0,We were treated with attitude ever since the moment we stepped into the restaurant!,service,negative
train,1159,1159::cat::0,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",ambience,positive
train,3547,3547::cat::0,Taj Mahal offeres gret value and great food.,food,positive
train,3547,3547::cat::1,Taj Mahal offeres gret value and great food.,price,positive
train,792,792::cat::0,Has the chef and owner changed???,service,neutral
train,2015,2015::cat::0,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,anecdotes/miscellaneous,positive
train,92,92::cat::0,I absolutely Loved this place.,anecdotes/miscellaneous,positive
train,548,548::cat::0,I wish I lived there as I would eat at this place as often as possible!,anecdotes/miscellaneous,positive
train,3692,3692::cat::0,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",food,negative
train,1209,1209::cat::0,"Outstanding Bagels, but you get what you pay for.",food,positive
train,1209,1209::cat::1,"Outstanding Bagels, but you get what you pay for.",price,negative
train,443,443::cat::0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",food,positive
train,400,400::cat::0,"If you're in town, it's worth searching for another place.",anecdotes/miscellaneous,negative
train,1486,1486::cat::0,I have tried the various slice joints around the village but this is by far the best one.,anecdotes/miscellaneous,positive
train,1377,1377::cat::0,"I found it on a cold night, the perfect spot to warm up.",ambience,positive
train,1439,1439::cat::0,They even have a section in the menu called American Chinese food!,food,negative
train,2741,2741::cat::0,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",food,positive
train,2741,2741::cat::1,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",service,positive
train,370,370::cat::0,kalbi and nebbiolo do work together.,food,neutral
train,599,599::cat::0,"Best Italian food I ever had (and being Italian, that means alot).",food,positive
train,803,803::cat::0,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,food,positive
train,1750,1750::cat::0,Located at the end of a magnificent block.,ambience,positive
train,737,737::cat::0,"This restaurant is not worth the time, effort, or money to say the least.",price,negative
train,737,737::cat::1,"This restaurant is not worth the time, effort, or money to say the least.",anecdotes/miscellaneous,negative
train,847,847::cat::0,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",ambience,positive
train,847,847::cat::1,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",food,positive
train,81,81::cat::0,Keep up the good work guys!,anecdotes/miscellaneous,positive
train,2144,2144::cat::0,Hurley's is terrific!,anecdotes/miscellaneous,positive
train,1007,1007::cat::0,They don't walk around with the trays of Dim Sum.,ambience,positive
train,3687,3687::cat::0,Took my sister here before attending a show one evening.,anecdotes/miscellaneous,neutral
train,1161,1161::cat::0,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",service,positive
train,3123,3123::cat::0,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,service,negative
train,2301,2301::cat::0,Really.,anecdotes/miscellaneous,neutral
train,3405,3405::cat::0,I really loved the different and inovated touch that's the cheff gives to the food.,food,positive
train,3576,3576::cat::0,Our friends have not arrived yet.,anecdotes/miscellaneous,neutral
train,3702,3702::cat::0,They came out over cooked and the cheese was almost non existant.,food,negative
train,1911,1911::cat::0,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",food,positive
train,1911,1911::cat::1,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",service,positive
train,703,703::cat::0,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",service,negative
train,703,703::cat::1,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",anecdotes/miscellaneous,positive
train,619,619::cat::0,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",anecdotes/miscellaneous,positive
train,907,907::cat::0,Never once did I leave feeling unwelcome or impressed.,anecdotes/miscellaneous,conflict
train,1000,1000::cat::0,"The food is good, especially their more basic dishes, and the drinks are delicious.",food,positive
train,3241,3241::cat::0,But the main hit was the whole grilled fish.,food,positive
train,1866,1866::cat::0,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",price,positive
train,2570,2570::cat::0,On a hot day it was fabulous to stop in and enjoy lunch.,anecdotes/miscellaneous,positive
train,280,280::cat::0,The food is delicious and beautifully prepared along with the friendly and personable service.,food,positive
train,280,280::cat::1,The food is delicious and beautifully prepared along with the friendly and personable service.,service,positive
train,1021,1021::cat::0,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,anecdotes/miscellaneous,neutral
train,1729,1729::cat::0,Pizza here is consistently good.,food,positive
train,610,610::cat::0,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,positive
train,610,610::cat::1,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,ambience,positive
train,3211,3211::cat::0,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",service,negative
train,2984,2984::cat::0,Wouldn't recomend it for dinner!,anecdotes/miscellaneous,negative
train,1429,1429::cat::0,Sauce was watery and the food didn't have much flavor.,food,negative
train,1855,1855::cat::0,My husband and I enjoy Sangria.,food,positive
train,3409,3409::cat::0,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",food,positive
train,579,579::cat::0,We both opted for a pasta dish and they were served timely and fresh.,service,positive
train,579,579::cat::1,We both opted for a pasta dish and they were served timely and fresh.,food,positive
train,3670,3670::cat::0,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",service,negative
train,685,685::cat::0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive
train,685,685::cat::1,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",ambience,positive
train,428,428::cat::0,"In an area sadly lacking in decent Thai food, this is one of the best spots.",food,positive
train,3378,3378::cat::0,Tell them Herky sent you and get a free confused look from the waiter.,anecdotes/miscellaneous,neutral
train,779,779::cat::0,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,service,conflict
train,916,916::cat::0,The food was average or above including some surprising tasty dishes.,food,positive
train,2194,2194::cat::0,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,food,negative
train,1066,1066::cat::0,Other apetizers and food,food,neutral
train,127,127::cat::0,The noodle and rices dishes taste great.,food,positive
train,427,427::cat::0,The food's as good as ever.,food,positive
train,2298,2298::cat::0,"The crust is thin, the ingredients are fresh and the staff is friendly.",food,positive
train,2298,2298::cat::1,"The crust is thin, the ingredients are fresh and the staff is friendly.",service,positive
train,269,269::cat::0,Your friends will thank you for introducing them to this gem!,anecdotes/miscellaneous,positive
train,3169,3169::cat::0,Also a little more expensive than your average bagel place.,price,negative
train,3335,3335::cat::0,"the food was undercooked-the sauce watery, and the vegetables raw.",food,negative
train,2356,2356::cat::0,And the fried clams had just enough kick to them to make 'em worth eating.,food,positive
train,1199,1199::cat::0,The sauces used are also not that exciting.,food,negative
train,2444,2444::cat::0,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,food,positive
train,720,720::cat::0,I absolutely love this place!!!,anecdotes/miscellaneous,positive
train,340,340::cat::0,The rice was poor quality and was cooked so badly it was hard.,food,negative
train,228,228::cat::0,We had champagne and caviar and felt like princesses!,food,positive
train,651,651::cat::0,The shrimp scampi was excellent and the antipasti were plentiful.,food,positive
train,2664,2664::cat::0,I am surprised to say the least and find such practice not worth the effort.,anecdotes/miscellaneous,negative
train,1930,1930::cat::0,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",service,positive
train,2090,2090::cat::0,"I got the $10 10-piece dim sum combo, every bite of which was great.",price,positive
train,2090,2090::cat::1,"I got the $10 10-piece dim sum combo, every bite of which was great.",food,positive
train,977,977::cat::0,There are other Vietnamese restaurants in the chinatown area and you can forget about those.,anecdotes/miscellaneous,neutral
train,2433,2433::cat::0,There is also very limited seating and there can be a substantial wait in getting food at peak times.,ambience,negative
train,2433,2433::cat::1,There is also very limited seating and there can be a substantial wait in getting food at peak times.,service,negative
train,1949,1949::cat::0,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",food,positive
train,2757,2757::cat::0,No thanks!!!,anecdotes/miscellaneous,negative
train,301,301::cat::0,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",service,conflict
train,336,336::cat::0,I would definently recommend this restaurant.,anecdotes/miscellaneous,positive
train,942,942::cat::0,The prices are wonderfully low.,price,positive
train,2887,2887::cat::0,If you like spicy food get the chicken vindaloo.,food,positive
train,80,80::cat::0,I lOVE THIS PLACE!,anecdotes/miscellaneous,positive
train,2398,2398::cat::0,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,food,positive
train,2398,2398::cat::1,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,price,positive
train,53,53::cat::0,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",food,positive
train,1475,1475::cat::0,"A big disappointment, all around.",anecdotes/miscellaneous,negative
train,1560,1560::cat::0,And its absolutely DELICIOUS.,food,positive
train,2025,2025::cat::0,No free drink.,price,negative
train,1760,1760::cat::0,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,food,conflict
train,259,259::cat::0,This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive
train,259,259::cat::1,This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive
train,259,259::cat::2,This is my first time writing a review for a restaurant because the food and service was excellent.,anecdotes/miscellaneous,positive
train,2829,2829::cat::0,Definitely Highly NOT recommended.,anecdotes/miscellaneous,negative
train,1211,1211::cat::0,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",food,positive
train,1211,1211::cat::1,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",price,positive
train,177,177::cat::0,I had a huge group for my birthday and we were well taken care of.,service,positive
train,1312,1312::cat::0,The two star chefs left quite some time ago to open their own place.,anecdotes/miscellaneous,neutral
train,1565,1565::cat::0,Don't waste money on decor.,ambience,positive
train,2959,2959::cat::0,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,ambience,positive
train,3339,3339::cat::0,"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",anecdotes/miscellaneous,positive
train,1659,1659::cat::0,I have never before eaten 40 pieces of relatively good nigiri.,food,neutral
train,1659,1659::cat::1,I have never before eaten 40 pieces of relatively good nigiri.,anecdotes/miscellaneous,neutral
train,839,839::cat::0,"Given the incredible architecture surrounding it, this place has no character.",ambience,conflict
train,457,457::cat::0,I'd call it an 'italian dinner'.,anecdotes/miscellaneous,neutral
train,1306,1306::cat::0,my first time here was with my gf for our 12 month anniversary.,anecdotes/miscellaneous,neutral
train,3086,3086::cat::0,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",food,positive
train,3086,3086::cat::1,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",ambience,negative
train,3086,3086::cat::2,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",price,positive
train,2466,2466::cat::0,I have walked by this place for eons and finally went thanks to a girls' night.,anecdotes/miscellaneous,neutral
train,531,531::cat::0,Have frequented 'ino for several years and the food remains excellent.,food,positive
train,531,531::cat::1,Have frequented 'ino for several years and the food remains excellent.,anecdotes/miscellaneous,positive
train,450,450::cat::0,"Their eggplant is so delicate, sweet tender!",food,positive
train,121,121::cat::0,I pray it stays open forever.,anecdotes/miscellaneous,positive
train,3263,3263::cat::0,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive
train,2939,2939::cat::0,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive
train,2939,2939::cat::1,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,price,positive
train,1678,1678::cat::0,"If you want to save some money, don't go here.",price,negative
train,2606,2606::cat::0,My friend got the mushroom pizza which tasted better.,food,positive
train,2019,2019::cat::0,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",food,conflict
train,1797,1797::cat::0,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",service,negative
train,1797,1797::cat::1,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",ambience,positive
train,404,404::cat::0,This is the first time Citysearch did't call it right.,anecdotes/miscellaneous,neutral
train,1731,1731::cat::0,You should pass on the calamari.,food,negative
train,2791,2791::cat::0,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",food,negative
train,3261,3261::cat::0,Try the spicy wontons and the salt pepper shrimps.,food,positive
train,1586,1586::cat::0,THE FOOD PORTIONS ARE REALLY LARGE.,food,positive
train,1893,1893::cat::0,The fries are yummy.,food,positive
train,309,309::cat::0,"Friendly and informative staff, very attentive and prompt raw bar service.",service,positive
train,2290,2290::cat::0,Best Taiwanese food in NY!,food,positive
train,3601,3601::cat::0,I have eaten at many pizza places around NYC and this is hands down the worst.,anecdotes/miscellaneous,negative
train,736,736::cat::0,This place is a great stop for great food.,food,positive
train,2784,2784::cat::0,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,food,positive
train,2825,2825::cat::0,What for?,anecdotes/miscellaneous,neutral
train,1741,1741::cat::0,Fantastic!,anecdotes/miscellaneous,positive
train,2118,2118::cat::0,"they were dry and disgusting, i didn't even finish my first piece.",food,negative
train,84,84::cat::0,HIGHLY RECOMMENDED for a first date.,anecdotes/miscellaneous,positive
train,369,369::cat::0,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",service,negative
train,3279,3279::cat::0,And the prices were way to high for what you get.,price,negative
train,1425,1425::cat::0,"But people from Sichuan will die for it) - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.",anecdotes/miscellaneous,positive
train,2743,2743::cat::0,"Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!",anecdotes/miscellaneous,conflict
train,3324,3324::cat::0,Skip this location and go to the one in Soho.,anecdotes/miscellaneous,conflict
train,1792,1792::cat::0,The staff ignored my friends and I the entire time we were there.,service,negative
train,166,166::cat::0,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative
train,1679,1679::cat::0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",anecdotes/miscellaneous,positive
train,1727,1727::cat::0,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",ambience,positive
train,2425,2425::cat::0,"I need at least three rolls to be full, and that's at least $14.00!",price,negative
train,3532,3532::cat::0,Anyone who ever dined at a thai restaurant is in for a huge disappointment.,anecdotes/miscellaneous,negative
train,3455,3455::cat::0,"All of it was simply amazing, unique and tasty and best of all it didn't break the bank.",food,positive
train,3455,3455::cat::1,"All of it was simply amazing, unique and tasty and best of all it didn't break the bank.",price,positive
train,3508,3508::cat::0,"Great wine list, reasonably priced.--Sara",food,positive
train,3508,3508::cat::1,"Great wine list, reasonably priced.--Sara",price,positive
train,1541,1541::cat::0,The hot dogs were cold in the middle and the buns were stale.,food,negative
train,1037,1037::cat::0,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food,positive
train,1037,1037::cat::1,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",price,conflict
train,2288,2288::cat::0,Beef noodle soup is good as well.,food,positive
train,2955,2955::cat::0,I was so sad to read the bad reviews this place got!,anecdotes/miscellaneous,negative
train,2585,2585::cat::0,Delivery service is great too.,service,positive
train,1386,1386::cat::0,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",food,positive
train,1378,1378::cat::0,I recieved prompt service with a smile.,service,positive
train,438,438::cat::0,They pray to their Food Gods to make them into a good pizza like VT's.,food,conflict
train,232,232::cat::0,The place was quiet and delightful.,ambience,positive
train,2764,2764::cat::0,Molto bene!,anecdotes/miscellaneous,positive
train,3246,3246::cat::0,.the best I've found outside of the Chinatown masters.,food,positive
train,2473,2473::cat::0,They are amazing!,anecdotes/miscellaneous,positive
train,3051,3051::cat::0,Avoid this place!,anecdotes/miscellaneous,negative
train,3621,3621::cat::0,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive
train,2579,2579::cat::0,A must try!,anecdotes/miscellaneous,positive
train,3489,3489::cat::0,"As much as I like the food there, I can't bring myself to go back.",anecdotes/miscellaneous,negative
train,3489,3489::cat::1,"As much as I like the food there, I can't bring myself to go back.",food,positive
train,3600,3600::cat::0,It looked like shredded cheese partly done - still in strips.,food,negative
train,3519,3519::cat::0,The prices and ambience are especially great considering it's in the West Village.,ambience,positive
train,3519,3519::cat::1,The prices and ambience are especially great considering it's in the West Village.,price,positive
train,1183,1183::cat::0,The soup is pretty good too.,food,positive
train,2663,2663::cat::0,It is so easy to get a reservation at a top place in NYC with a week's notice.,anecdotes/miscellaneous,positive
train,857,857::cat::0,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,food,positive
train,1118,1118::cat::0,"If you go to Roth's try to be served by Mike, he is GREAT!!",service,positive
train,2484,2484::cat::0,"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.",anecdotes/miscellaneous,negative
train,576,576::cat::0,Went here on a friend's reccomendation.,anecdotes/miscellaneous,neutral
train,2915,2915::cat::0,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",service,negative
train,3166,3166::cat::0,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",anecdotes/miscellaneous,positive
train,662,662::cat::0,I always get the Shabu-Shabu dinner and the beef is always fresh.,food,positive
train,3599,3599::cat::0,The pizza was delivered cold and the cheese wasn't even fully melted!,food,negative
train,502,502::cat::0,We were very surprised by how good the food was on our first visit here on a Sunday night.,food,positive
train,981,981::cat::0,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",food,positive
train,981,981::cat::1,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",service,negative
train,981,981::cat::2,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",ambience,negative
train,1987,1987::cat::0,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",food,negative
train,1987,1987::cat::1,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,conflict
train,1987,1987::cat::2,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",ambience,conflict
train,2889,2889::cat::0,We will definitely go back.,anecdotes/miscellaneous,positive
train,1287,1287::cat::0,I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,anecdotes/miscellaneous,positive
train,476,476::cat::0,Is just the way it was in days gone by.,anecdotes/miscellaneous,neutral
train,3626,3626::cat::0,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",food,negative
train,3626,3626::cat::1,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",service,positive
train,1094,1094::cat::0,The food is amazing!!!!,food,positive
train,2881,2881::cat::0,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",food,positive
train,285,285::cat::0,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",food,negative
train,285,285::cat::1,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",service,positive
train,700,700::cat::0,"For the price, you cannot eat this well in Manhattan.",price,positive
train,700,700::cat::1,"For the price, you cannot eat this well in Manhattan.",food,positive
