split,sentence_id,aspect_id,text,term,term_normalized,polarity,char_from,char_to
train,2831,2831::term::1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",ceiling,ceiling,positive,90,97
train,2479,2479::term::0,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,menu selections,menu selections,positive,81,96
train,2479,2479::term::1,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,service,service,positive,101,108
train,985,985::term::0,also make sure you pay attention to the music being piped in - quite a weird selection.,music,music,neutral,40,45
train,1843,1843::term::0,The establishment scores big points in presentation and style.,establishment,establishment,positive,4,17
train,2102,2102::term::0,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum,dim sum,conflict,16,23
train,2149,2149::term::0,Good food.,food,food,positive,5,9
train,964,964::term::0,"The wait staff is very friendly, if not overly efficient.",wait staff,wait staff,positive,4,14
train,766,766::term::0,The dim sum however was very good.,dim sum,dim sum,positive,4,11
train,2501,2501::term::0,Service has always been friendly and efficient.,Service,service,positive,0,7
train,2222,2222::term::0,Went there and had a combination of different seafood dishes and appetizers.,seafood dishes,seafood dishes,neutral,46,60
train,2222,2222::term::1,Went there and had a combination of different seafood dishes and appetizers.,appetizers,appetizers,neutral,65,75
train,2786,2786::term::0,Its a great place for a casual date or to entertain clients for lunch.,lunch,lunch,neutral,64,69
train,773,773::term::0,All we received was an apology as we left to see our show without dinner.,dinner,dinner,neutral,66,72
train,368,368::term::0,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,bottle of wine,bottle of wine,neutral,84,98
train,368,368::term::1,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,grapes,grapes,neutral,45,51
train,994,994::term::0,Prices are very good.,Prices,prices,positive,0,6
train,366,366::term::0,"We could not catch our waiter's eye, and he ignored us.",waiter,waiter,negative,23,29
train,1270,1270::term::0,Plain and simple it's bad thai food.,thai food,thai food,negative,26,35
train,2097,2097::term::0,Usually 3 vs. 4 items per dish.,dish,dish,neutral,26,30
train,1705,1705::term::0,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",burger,burger,positive,41,47
train,1705,1705::term::1,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",pastas,pastas,positive,61,67
train,1705,1705::term::2,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",food,food,neutral,74,78
train,1705,1705::term::3,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",staples,staples,positive,14,21
train,3145,3145::term::0,"The Dim Sum was so-so, but not spectacular.",Dim Sum,dim sum,neutral,4,11
train,790,790::term::0,The food was so-so.,food,food,neutral,4,8
train,9,9::term::0,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,waitress,negative,4,12
train,3085,3085::term::0,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",seating,seating,positive,52,59
train,3085,3085::term::1,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",bar,bar,positive,90,93
train,3085,3085::term::2,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",place,place,positive,4,9
train,1933,1933::term::0,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,dinner,dinner,neutral,41,47
train,1817,1817::term::0,Food-awesome.,Food,food,positive,0,4
train,2512,2512::term::0,"good music, great food, speedy service affordable prices.",music,music,positive,5,10
train,2512,2512::term::1,"good music, great food, speedy service affordable prices.",food,food,positive,18,22
train,2512,2512::term::2,"good music, great food, speedy service affordable prices.",service,service,positive,31,38
train,2512,2512::term::3,"good music, great food, speedy service affordable prices.",prices,prices,positive,50,56
train,1749,1749::term::0,"There was a small wait, but shorter than I expected.",wait,wait,conflict,18,22
train,3441,3441::term::0,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,lobster sandwich,conflict,4,20
train,3441,3441::term::1,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,price,price,negative,94,99
train,3260,3260::term::0,"May, the owner always has a smile on her and will warmly greet you.",owner,owner,positive,9,14
train,1971,1971::term::0,The sides were ok and incredibly salty.,sides,sides,negative,4,9
train,797,797::term::0,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",seafood,seafood,negative,25,32
train,797,797::term::1,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",menu,menu,negative,40,44
train,797,797::term::2,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",Salmon,salmon,neutral,76,82
train,2315,2315::term::0,"Not a large place, but it's cute and cozy.",place,place,conflict,12,17
train,2900,2900::term::0,"The beverages were excellent, and the dessert was good.",beverages,beverages,positive,4,13
train,2900,2900::term::1,"The beverages were excellent, and the dessert was good.",dessert,dessert,positive,38,45
train,3122,3122::term::0,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess,hostess,negative,4,11
train,3122,3122::term::1,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,waitress,waitress,negative,20,28
train,719,719::term::0,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",Asian appetizers,asian appetizers,positive,74,90
train,719,719::term::1,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",drinks,drinks,positive,95,101
train,3669,3669::term::0,"Please if your thinking about it go, and stay the wait you won't be disappointed.",wait,wait,negative,50,54
train,3295,3295::term::0,I must say the view of NYC is so beautiful!,view,view,positive,15,19
train,1130,1130::term::0,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",meal,meal,positive,35,39
train,2896,2896::term::0,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",dinner,dinner,positive,26,32
train,2896,2896::term::1,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",ambiance,ambiance,positive,48,56
train,2896,2896::term::2,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",food,food,positive,78,82
train,1652,1652::term::0,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",service,service,positive,32,39
train,1652,1652::term::1,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",prices,prices,positive,44,50
train,1652,1652::term::2,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",atmosphere,atmosphere,positive,71,81
train,2128,2128::term::0,Highly recommend this as great value for excellent sushi and service.,sushi,sushi,positive,51,56
train,2128,2128::term::1,Highly recommend this as great value for excellent sushi and service.,service,service,positive,61,68
train,2128,2128::term::2,Highly recommend this as great value for excellent sushi and service.,value,value,positive,31,36
train,2835,2835::term::0,This place would be so much better served by being run by a group that actually understands customer service.,service,service,negative,101,108
train,2835,2835::term::1,This place would be so much better served by being run by a group that actually understands customer service.,served,served,negative,35,41
train,778,778::term::0,A++ The service was good to excellent along with the attitude.,service,service,positive,10,17
train,778,778::term::1,A++ The service was good to excellent along with the attitude.,attitude,attitude,positive,55,63
train,1672,1672::term::0,The food is awesome - definitely try the striped bass.,food,food,positive,4,8
train,1672,1672::term::1,The food is awesome - definitely try the striped bass.,striped bass,striped bass,positive,41,53
train,1125,1125::term::0,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",music,music,conflict,4,9
train,1125,1125::term::1,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",corriander,corriander,neutral,136,146
train,3694,3694::term::0,black white shakes came out good also.,black white shakes,black white shakes,positive,0,18
train,2721,2721::term::0,It's simply the best meal in NYC.,meal,meal,positive,21,25
train,954,954::term::0,After passing by this restaurant for sometime I finally decided to go in and have dinner.,dinner,dinner,neutral,82,88
train,2452,2452::term::0,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",seating,seating,negative,4,11
train,1250,1250::term::0,I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,chu chu curry,neutral,14,27
train,1250,1250::term::1,I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,pad thai chicken,neutral,54,70
train,3234,3234::term::0,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,food,food,neutral,63,67
train,3234,3234::term::1,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,prix fixe,prix fixe,neutral,25,34
train,1533,1533::term::0,"However, they've got the most amazing pastrami and the soups hit the spot.",pastrami,pastrami,positive,38,46
train,1533,1533::term::1,"However, they've got the most amazing pastrami and the soups hit the spot.",soups,soups,positive,55,60
train,1055,1055::term::0,Great bagels made the old-fashioned way.,bagels,bagels,positive,6,12
train,1784,1784::term::0,"This is some really good, inexpensive sushi.",sushi,sushi,positive,38,43
train,2178,2178::term::0,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",bagel with lox spread,bagel with lox spread,positive,38,59
train,2178,2178::term::1,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",bagles,bagles,positive,73,79
train,1689,1689::term::0,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",food,food,negative,46,50
train,1689,1689::term::1,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",quality of food,quality of food,negative,80,95
train,771,771::term::0,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,lobby area,lobby area,negative,53,63
train,771,771::term::1,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,seated,seated,negative,156,162
train,3370,3370::term::0,The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza,pizza,positive,4,9
train,3370,3370::term::1,The pizza is delicious and the proprietor is one of the nicest in NYC.,proprietor,proprietor,positive,31,41
train,823,823::term::0,"Also good for client lunch meetings, esp.",lunch meetings,lunch meetings,neutral,21,35
train,3535,3535::term::0,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",decor,decor,positive,4,9
train,3535,3535::term::1,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",prices,prices,positive,104,110
train,3535,3535::term::2,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food's presentation,food's presentation,positive,48,67
train,2449,2449::term::0,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,Waitstaff,waitstaff,positive,4,13
train,2449,2449::term::1,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,swordfish,swordfish,positive,43,52
train,2449,2449::term::2,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,meal,meal,positive,83,87
train,993,993::term::0,The setting is casual and romantic.,setting,setting,positive,4,11
train,2840,2840::term::0,"Terrible, terrible management - deserves to be shut-down.",management,management,negative,19,29
train,1034,1034::term::0,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,service,positive,15,22
train,1034,1034::term::1,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",seating,seating,positive,29,36
train,1034,1034::term::2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",Delivery,delivery,positive,43,51
train,1034,1034::term::3,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",sushi,sushi,positive,63,68
train,2709,2709::term::0,The desserts are more appealing then stuffy overpriced French restaurants.,desserts,desserts,positive,4,12
train,2734,2734::term::0,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",Italian food,italian food,positive,4,16
train,2734,2734::term::1,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",service,service,conflict,81,88
train,3654,3654::term::0,"I found the food to be outstanding, particulary the salmon dish I had.",food,food,positive,12,16
train,3654,3654::term::1,"I found the food to be outstanding, particulary the salmon dish I had.",salmon dish,salmon dish,positive,52,63
train,1049,1049::term::0,Mizu is home to creative and unique rolls not to found anywhere else.,rolls,rolls,positive,36,41
train,3320,3320::term::0,Baluchi's has solid food and a nice decor at reasonable prices.,food,food,positive,20,24
train,3320,3320::term::1,Baluchi's has solid food and a nice decor at reasonable prices.,decor,decor,positive,36,41
train,3320,3320::term::2,Baluchi's has solid food and a nice decor at reasonable prices.,prices,prices,positive,56,62
train,102,102::term::0,"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",owner,owner,positive,12,17
train,2397,2397::term::0,I have been to spice three times- twice during lunch and once at dinner.,lunch,lunch,neutral,47,52
train,2397,2397::term::1,I have been to spice three times- twice during lunch and once at dinner.,dinner,dinner,neutral,65,71
train,511,511::term::0,"Moules were excellent, lobster ravioli was VERY salty!",Moules,moules,positive,0,6
train,511,511::term::1,"Moules were excellent, lobster ravioli was VERY salty!",lobster ravioli,lobster ravioli,negative,23,38
train,1077,1077::term::0,"A cheap eat for NYC, but not for dosa.",dosa,dosa,negative,33,37
train,1077,1077::term::1,"A cheap eat for NYC, but not for dosa.",eat,eat,positive,8,11
train,133,133::term::0,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,atmosphere,negative,4,14
train,133,133::term::1,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,waiters,waiters,conflict,32,39
train,3230,3230::term::0,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood,seafood,positive,4,11
train,3230,3230::term::1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",wine list,wine list,positive,39,48
train,3230,3230::term::2,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",menu,menu,positive,72,76
train,2905,2905::term::0,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine,wine,neutral,22,26
train,2905,2905::term::1,i don't usually order wine with indian so i can't comment on their wine list or their wines.,indian,indian,neutral,32,38
train,2905,2905::term::2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine list,wine list,neutral,67,76
train,2905,2905::term::3,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wines,wines,neutral,86,91
train,491,491::term::0,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,Pastrami or corned beef,pastrami or corned beef,positive,0,23
train,491,491::term::1,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,rye bread,rye bread,positive,64,73
train,2001,2001::term::0,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",glasses of champagne,glasses of champagne,negative,12,32
train,2001,2001::term::1,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",bottle of wine,bottle of wine,negative,52,66
train,2001,2001::term::2,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",after dinner drinks,after dinner drinks,negative,73,92
train,1362,1362::term::0,"Really though, where's the seasoning?",seasoning,seasoning,negative,27,36
train,796,796::term::0,"The food was just OK, at least for what food was available.",food,food,neutral,4,8
train,796,796::term::1,"The food was just OK, at least for what food was available.",food,food,negative,40,44
train,178,178::term::0,The waitress was very patient with us and the food is phenomenal!,waitress,waitress,positive,4,12
train,178,178::term::1,The waitress was very patient with us and the food is phenomenal!,food,food,positive,46,50
train,2627,2627::term::0,"The ambience was nice, but service wasn't so great.",ambience,ambience,positive,4,12
train,2627,2627::term::1,"The ambience was nice, but service wasn't so great.",service,service,negative,27,34
train,2946,2946::term::0,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",wine list,wine list,positive,6,15
train,2946,2946::term::1,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",staff,staff,positive,31,36
train,2946,2946::term::2,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",owners,owners,positive,47,53
train,2946,2946::term::3,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",menu,menu,positive,88,92
train,554,554::term::0,The people that work there are always so friendly you forget you are in New York sometimes.,people,people,positive,4,10
train,1616,1616::term::0,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",menu,menu,neutral,21,25
train,1616,1616::term::1,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",main dishes,main dishes,neutral,77,88
train,1616,1616::term::2,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",waiter,waiter,positive,34,40
train,1616,1616::term::3,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",specials,specials,neutral,60,68
train,3189,3189::term::0,The location and ambience is Ok but the food is what makes up for it.,location,location,neutral,4,12
train,3189,3189::term::1,The location and ambience is Ok but the food is what makes up for it.,ambience,ambience,neutral,17,25
train,3189,3189::term::2,The location and ambience is Ok but the food is what makes up for it.,food,food,positive,40,44
train,3693,3693::term::0,"otherwise, good stuff for late nite eats.",stuff,stuff,positive,16,21
train,3693,3693::term::1,"otherwise, good stuff for late nite eats.",eats,eats,positive,36,40
train,1103,1103::term::0,"The dinner was ok, nothing I would have again.",dinner,dinner,negative,4,10
train,1994,1994::term::0,I love and I know gourmet food by excellence!,gourmet food,gourmet food,positive,18,30
train,541,541::term::0,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",bruschetta,bruschetta,positive,73,83
train,541,541::term::1,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",panini,panini,positive,85,91
train,1617,1617::term::0,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",dishes,dishes,positive,96,102
train,1617,1617::term::1,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,menu,neutral,134,138
train,3322,3322::term::0,He offers subpar service and has no personality.,service,service,negative,17,24
train,1022,1022::term::0,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",waitress,waitress,positive,4,12
train,1022,1022::term::1,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",fried mini buns with the condensed milk and the assorted fruits on beancurd,fried mini buns with the condensed milk and the assorted fruits on beancurd,positive,92,167
train,1711,1711::term::0,Diner food at bistro prices is a bummer....,food,food,negative,6,10
train,1711,1711::term::1,Diner food at bistro prices is a bummer....,prices,prices,negative,21,27
train,2012,2012::term::0,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",food,food,positive,32,36
train,3024,3024::term::0,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,sushi,conflict,19,24
train,1622,1622::term::0,The portions are large and the servers always surprise us with a different starter.,portions,portions,positive,4,12
train,1622,1622::term::1,The portions are large and the servers always surprise us with a different starter.,servers,servers,positive,31,38
train,1622,1622::term::2,The portions are large and the servers always surprise us with a different starter.,starter,starter,positive,75,82
train,1059,1059::term::0,"delicious bagels, especially when right out of the oven.",bagels,bagels,positive,10,16
train,3067,3067::term::0,All the food was hot tasty.,food,food,positive,8,12
train,447,447::term::0,This is one great place to eat pizza more out but not a good place for take-out pizza.,pizza,pizza,positive,31,36
train,447,447::term::1,This is one great place to eat pizza more out but not a good place for take-out pizza.,take-out pizza,take-out pizza,negative,71,85
train,1592,1592::term::0,Our server was very helpful and friendly.,server,server,positive,4,10
train,3191,3191::term::0,Try green curry with vegetables.,green curry with vegetables,green curry with vegetables,positive,4,31
train,2770,2770::term::0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,place,negative,19,24
train,1989,1989::term::0,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",door,door,neutral,49,53
train,445,445::term::0,Much more reasonably priced too!,priced,priced,positive,21,27
train,3278,3278::term::0,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food,food,negative,4,8
train,3278,3278::term::1,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",portioins,portioins,negative,33,42
train,1331,1331::term::0,Why make a reservation if you aren't going to keep it?,reservation,reservation,negative,11,22
train,2497,2497::term::0,"The Pad Thai is excellent here, as well.",Pad Thai,pad thai,positive,4,12
train,3039,3039::term::0,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,lunch specials,lunch specials,negative,19,33
train,3637,3637::term::0,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",place,place,positive,37,42
train,3637,3637::term::1,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",pizzas,pizzas,positive,93,99
train,1316,1316::term::0,"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,food,neutral,4,8
train,2450,2450::term::0,We had the pot-stickers which were great and a tempura dish that was great.,pot-stickers,pot-stickers,positive,11,23
train,2450,2450::term::1,We had the pot-stickers which were great and a tempura dish that was great.,tempura dish,tempura dish,positive,47,59
train,1577,1577::term::0,I think the stuff was better than Disney.,stuff,stuff,positive,12,17
train,2901,2901::term::0,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,food,negative,97,101
train,2901,2901::term::1,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",atmosphere,atmosphere,positive,154,164
train,2901,2901::term::2,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",entree range,entree range,positive,14,26
train,908,908::term::0,"Orsay, is without a doubt one of the best values for authentic French food in NYC.",French food,french food,positive,63,74
train,2523,2523::term::0,"Well, their deliveries take for ever and the food is usually cold.",deliveries,deliveries,negative,12,22
train,2523,2523::term::1,"Well, their deliveries take for ever and the food is usually cold.",food,food,negative,45,49
train,2170,2170::term::0,The staff is no nonsense.,staff,staff,positive,4,9
train,1579,1579::term::0,And really large portions.,portions,portions,positive,17,25
train,3515,3515::term::0,This is a great Thai restaurant with a very friendly staff.,staff,staff,positive,53,58
train,1873,1873::term::0,I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,smoked salmon and roe appetizer,negative,14,45
train,2592,2592::term::0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",lunch,lunch,neutral,17,22
train,2592,2592::term::1,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,food,positive,100,104
train,3081,3081::term::0,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",garlic shrimp,garlic shrimp,positive,16,29
train,3081,3081::term::1,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",lamb,lamb,positive,63,67
train,3081,3081::term::2,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",okra (bindi),okra bindi ,positive,31,43
train,3575,3575::term::0,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter,waiter,neutral,68,74
train,1884,1884::term::0,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",menu,menu,positive,4,8
train,1884,1884::term::1,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",burger,burger,neutral,55,61
train,1884,1884::term::2,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",steak,steak,neutral,66,71
train,1884,1884::term::3,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",escargot,escargot,neutral,76,84
train,3381,3381::term::0,"In fact, two people could really share one plate.",plate,plate,positive,43,48
train,2507,2507::term::0,The food is great and authentic.,food,food,positive,4,8
train,2802,2802::term::0,Good for casual dinner with jeans and sneakers.,casual dinner,casual dinner,positive,9,22
train,201,201::term::0,"Anyway, the food is good, the price is right and they have a decent wine list.",food,food,positive,12,16
train,201,201::term::1,"Anyway, the food is good, the price is right and they have a decent wine list.",price,price,positive,30,35
train,201,201::term::2,"Anyway, the food is good, the price is right and they have a decent wine list.",wine list,wine list,positive,68,77
train,2335,2335::term::0,Prices are higher to dine in and their chicken tikka marsala is quite good.,Prices,prices,negative,0,6
train,2335,2335::term::1,Prices are higher to dine in and their chicken tikka marsala is quite good.,chicken tikka marsala,chicken tikka marsala,positive,39,60
train,3631,3631::term::0,This place has many different styles of pizza and they are all amazing.,styles of pizza,styles of pizza,positive,30,45
train,901,901::term::0,The photos of the restaurant in its web site are way better than the real look.,look,look,negative,74,78
train,3049,3049::term::0,The food was lousy - too sweet or too salty and the portions tiny.,food,food,negative,4,8
train,3049,3049::term::1,The food was lousy - too sweet or too salty and the portions tiny.,portions,portions,negative,52,60
train,1242,1242::term::0,But the coconut rice was good.,coconut rice,coconut rice,positive,8,20
train,932,932::term::0,It took them 25 minutes to bring our appetizer.,appetizer,appetizer,neutral,37,46
train,776,776::term::0,The food was great.,food,food,positive,4,8
train,272,272::term::0,Pair you food with the excellent beers on tap or their well priced wine list.,food,food,neutral,9,13
train,272,272::term::1,Pair you food with the excellent beers on tap or their well priced wine list.,beers on tap,beers on tap,positive,33,45
train,272,272::term::2,Pair you food with the excellent beers on tap or their well priced wine list.,wine list,wine list,positive,67,76
train,272,272::term::3,Pair you food with the excellent beers on tap or their well priced wine list.,priced,priced,positive,60,66
train,1152,1152::term::0,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,music,negative,17,22
train,1152,1152::term::1,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,bottle minimun,negative,105,119
train,2894,2894::term::0,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,food,positive,37,41
train,833,833::term::0,Metrazur has a beautiful spot overlooking the main terminal.,spot,spot,positive,25,29
train,461,461::term::0,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,staff,positive,9,14
train,461,461::term::1,Friendly staff that actually lets you enjoy your meal and the company you're with.,meal,meal,positive,49,53
train,539,539::term::0,The restaurant is rather small but we were lucky to get a table quickly.,table,table,positive,58,63
train,1435,1435::term::0,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",Quality of food,quality of food,positive,0,15
train,1435,1435::term::1,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",price,price,positive,33,38
train,1435,1435::term::2,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",pork,pork,positive,58,62
train,1435,1435::term::3,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",fish,fish,positive,64,68
train,1435,1435::term::4,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",chicken,chicken,positive,70,77
train,1435,1435::term::5,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",lamb,lamb,positive,79,83
train,1435,1435::term::6,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",vegetables,vegetables,positive,88,98
train,2225,2225::term::0,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",seating,seating,negative,51,58
train,2225,2225::term::1,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",place,place,negative,4,9
train,1056,1056::term::0,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,appetizing,appetizing,positive,4,14
train,1056,1056::term::1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,price,price,positive,87,92
train,3582,3582::term::0,"But, they were too big for the bun.",bun,bun,neutral,31,34
train,2708,2708::term::0,"The food is fresh, delicious, and reasonably priced.",food,food,positive,4,8
train,2708,2708::term::1,"The food is fresh, delicious, and reasonably priced.",priced,priced,positive,45,51
train,275,275::term::0,Raga stands out with an interesting fusion of French and Indian cooking.,fusion of French and Indian cooking,fusion of french and indian cooking,positive,36,71
train,2105,2105::term::0,"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,turnip cake,negative,21,32
train,2105,2105::term::1,"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,roast pork buns,negative,34,49
